Point Mass X,Point Mass Y,Fixed Point 1 X,Fixed Point 1 Y,Fixed Point 2 X,Fixed Point 2 Y,Fixed Point 3 X,Fixed Point 3 Y,Convergence Point,Convergence Time
97,40,23,5,23,35,92,72,2,1.2963943481445312
45,62,68,12,46,1,74,55,2,0.4155852794647217
96,48,61,3,95,3,68,50,2,0.3868522644042969
9,17,97,13,46,18,43,27,0,1.5094733238220215
58,21,38,71,72,24,10,73,1,0.07376551628112793
77,52,14,60,50,7,36,91,0,2.4770565032958984
36,91,29,50,82,16,42,49,1,0.5103552341461182
75,52,78,98,67,8,19,82,2,1.116274356842041
85,19,31,78,7,69,99,64,1,0.9441928863525391
60,43,100,84,39,34,3,50,1,0.12577319145202637
11,28,62,61,53,97,59,28,0,3.205195665359497
17,39,46,10,71,73,26,29,2,0.060317277908325195
86,6,87,74,5,61,97,61,1,2.0252256393432617
3,14,69,22,38,35,67,28,1,0.6334805488586426
50,57,14,79,7,10,7,43,2,0.9773623943328857
45,43,4,12,92,21,54,86,2,1.7939350605010986
100,19,100,65,20,2,59,83,0,1.068232536315918
19,75,8,60,99,49,0,51,0,0.08075380325317383
98,39,33,86,87,4,25,30,2,0.8439860343933105
11,38,97,5,58,11,31,57,2,0.38585948944091797
17,40,41,31,25,65,42,69,1,0.30746984481811523
58,59,44,14,29,57,24,16,1,0.8405013084411621
60,48,46,36,70,34,97,56,0,0.8992390632629395
71,67,37,54,10,14,80,27,2,1.2172229290008545
14,43,8,64,10,11,53,43,0,0.16884207725524902
63,100,28,13,79,79,57,73,2,0.3809349536895752
35,23,24,72,85,78,95,53,2,1.058582067489624
90,37,86,29,77,67,70,23,0,0.040023088455200195
41,81,8,5,93,19,69,26,0,1.1726219654083252
66,46,32,24,5,65,94,1,1,0.5767440795898438
48,63,99,88,79,43,92,79,0,1.7776367664337158
76,67,63,64,59,47,71,39,2,0.2960686683654785
90,92,44,23,61,33,50,9,1,0.34635496139526367
61,78,69,76,23,0,56,33,0,0.038022756576538086
16,14,82,15,15,77,93,88,2,1.967358112335205
97,77,13,1,20,64,99,97,2,0.10980677604675293
33,70,59,18,27,87,89,59,1,0.10511350631713867
64,88,16,43,98,22,0,64,0,0.372908353805542
30,25,2,39,28,74,74,94,1,0.5480172634124756
0,97,22,79,48,82,48,71,0,0.6498093605041504
24,27,71,93,72,95,62,98,1,0.9655404090881348
2,36,2,75,29,58,79,84,2,0.38680577278137207
34,57,71,49,82,50,57,66,0,0.7644975185394287
49,89,83,27,3,31,81,53,2,0.7203817367553711
23,66,57,14,5,18,20,30,2,0.18361353874206543
66,30,32,79,6,49,8,26,1,0.3248322010040283
53,47,2,45,79,84,93,89,2,0.32944703102111816
84,84,95,13,23,35,80,92,2,0.04312777519226074
38,98,0,98,5,73,22,66,1,0.17135047912597656
44,8,39,14,82,23,28,52,0,0.03541755676269531
25,54,38,8,39,83,6,20,0,0.6424658298492432
85,19,61,100,85,64,55,2,2,6.826548337936401
37,56,37,60,10,53,0,24,0,0.01629638671875
41,64,92,82,75,46,97,55,2,2.2626116275787354
35,30,56,100,36,51,76,22,1,0.33153676986694336
26,85,94,69,94,71,49,30,0,1.219282627105713
26,17,97,38,15,91,63,92,2,0.4620952606201172
2,17,11,89,25,63,79,1,2,1.2258398532867432
66,32,93,35,3,23,8,63,0,0.184983491897583
50,79,52,59,29,20,10,65,0,0.535250186920166
90,58,88,23,43,46,67,87,1,0.27123165130615234
39,57,28,67,40,5,58,75,2,0.34041905403137207
91,1,2,47,1,87,91,29,2,0.15420174598693848
18,87,41,98,26,75,68,58,1,0.20401549339294434
92,59,66,85,90,95,87,24,0,0.3915517330169678
89,7,95,95,46,28,21,52,0,1.4792120456695557
59,75,74,25,49,47,72,64,1,0.4392812252044678
23,36,74,41,75,3,34,94,0,0.294874906539917
23,76,65,71,19,42,36,20,1,2.406014919281006
60,23,96,49,51,4,26,32,2,0.42810773849487305
100,80,27,18,38,38,11,38,1,0.43001294136047363
15,42,97,86,87,10,52,39,2,0.2079179286956787
30,18,97,88,58,94,63,29,0,3.169116497039795
76,98,25,38,79,73,55,57,2,0.40053582191467285
60,88,3,78,16,72,12,83,1,1.1080858707427979
36,12,12,10,65,5,55,29,1,0.3629636764526367
49,51,37,27,30,71,99,44,0,1.2388691902160645
82,6,82,27,56,47,91,61,0,0.09405088424682617
84,25,83,11,93,93,32,88,0,0.0723104476928711
23,40,71,2,61,80,11,56,2,0.11889123916625977
35,23,51,50,38,77,56,20,2,0.27739620208740234
93,57,25,77,44,63,75,64,2,0.08920860290527344
37,63,30,77,48,59,39,32,1,0.06984591484069824
40,30,83,61,49,56,49,86,1,0.1347818374633789
20,74,93,38,12,23,0,68,2,0.28063321113586426
49,67,47,95,33,10,73,81,2,0.33577680587768555
62,2,93,14,6,71,49,47,1,1.4909405708312988
35,30,15,22,53,92,9,20,0,0.09160590171813965
27,79,48,83,61,32,44,55,0,0.4701807498931885
72,3,39,52,63,76,46,59,2,0.27623486518859863
41,89,87,2,3,22,15,87,2,0.3775796890258789
61,93,30,68,98,5,40,28,0,1.3394269943237305
40,56,5,44,30,0,94,97,1,1.6558544635772705
16,2,32,97,1,57,42,80,2,0.867438793182373
77,59,79,14,46,23,97,29,2,0.7094824314117432
77,87,69,95,43,69,0,37,0,0.05272984504699707
69,9,30,20,88,30,75,79,2,0.6484687328338623
52,41,97,61,92,61,48,8,0,3.0164084434509277
28,15,15,48,20,35,4,79,1,0.09186935424804688
56,33,67,71,31,72,76,58,0,0.633753776550293
29,12,59,22,90,20,54,61,1,0.21829891204833984
64,81,98,94,67,74,94,50,1,0.03386235237121582
13,4,40,38,44,23,63,20,1,0.15698480606079102
47,88,15,17,66,76,49,50,1,0.3041648864746094
24,86,72,4,79,85,64,85,2,0.20119023323059082
1,14,44,93,12,42,4,76,1,0.1504361629486084
52,49,21,95,78,91,73,72,2,0.4623570442199707
31,39,61,2,72,60,89,2,0,1.4441962242126465
94,16,71,80,39,23,58,0,1,0.5379693508148193
87,34,47,9,59,7,97,90,0,0.4735398292541504
53,19,85,56,71,32,56,65,2,0.5105798244476318
73,76,39,44,33,83,93,92,2,0.5187838077545166
54,13,33,28,57,12,5,20,1,0.013170242309570312
88,3,30,92,2,14,60,74,0,0.5368781089782715
86,39,24,2,3,40,96,71,2,0.7117078304290771
54,76,61,27,100,95,98,37,2,0.29672884941101074
26,41,5,36,83,44,75,5,0,0.13465166091918945
9,44,91,21,94,32,80,42,2,0.9256224632263184
9,72,17,40,18,10,4,16,0,0.15358185768127441
14,48,100,30,70,62,79,24,2,0.7727699279785156
22,50,89,97,69,16,5,64,2,0.13071560859680176
47,29,57,37,88,64,16,48,0,0.06102395057678223
68,42,25,44,98,48,27,96,1,2.0725104808807373
98,4,73,56,38,29,18,83,0,1.2837388515472412
38,34,95,85,84,82,91,96,1,0.34766602516174316
46,42,60,83,7,15,30,25,2,0.13715744018554688
94,57,44,21,56,84,19,59,1,3.4574317932128906
20,83,15,58,26,77,38,86,1,0.03406047821044922
20,23,87,92,6,79,5,70,1,0.26607227325439453
71,37,13,35,43,75,50,5,2,0.8105275630950928
57,92,37,8,19,27,71,84,2,0.0812227725982666
89,34,80,43,49,72,65,63,0,0.054561614990234375
6,36,26,87,24,93,24,25,1,0.8316373825073242
26,69,23,64,10,48,66,41,0,0.02416396141052246
66,94,4,7,36,57,85,87,2,0.2685089111328125
15,34,36,55,52,76,47,89,0,0.13871192932128906
55,90,89,13,18,31,85,52,1,1.3738453388214111
40,19,19,84,12,56,19,96,1,0.7268908023834229
30,55,6,100,90,58,29,52,2,0.011224031448364258
10,24,50,80,24,39,7,24,2,0.011999368667602539
44,90,50,39,1,15,39,48,2,0.20043253898620605
16,27,12,22,87,35,38,86,0,0.030621767044067383
77,53,100,11,93,31,42,17,1,0.41505956649780273
75,79,50,25,52,35,30,7,1,0.2392280101776123
53,23,73,93,68,18,22,55,1,0.0882871150970459
48,33,16,76,30,73,24,50,2,0.4499776363372803
83,20,35,6,88,5,53,64,1,0.08663606643676758
36,8,84,1,23,100,15,13,2,0.1330709457397461
97,19,6,93,77,53,66,79,1,0.20396137237548828
72,22,100,49,91,6,98,0,2,0.13262128829956055
42,22,32,9,87,75,65,4,2,0.35695338249206543
61,67,29,54,80,92,35,95,2,0.22348594665527344
56,21,98,43,27,26,41,51,2,0.85809326171875
66,64,100,48,53,20,46,55,2,0.28791046142578125
59,98,10,35,21,72,98,93,0,1.0676352977752686
62,79,67,80,11,33,17,15,0,0.022000789642333984
12,18,3,64,93,67,56,48,1,0.9656057357788086
65,59,15,66,11,3,26,72,0,0.8518843650817871
89,75,14,21,69,60,84,70,2,0.028202295303344727
13,64,18,66,99,39,51,19,0,0.02400350570678711
3,77,60,37,47,82,2,46,0,1.0882847309112549
19,76,18,2,1,9,42,98,2,0.6679580211639404
20,60,5,83,70,85,69,97,1,0.9245870113372803
25,70,65,40,43,85,65,97,1,0.39722704887390137
82,51,98,43,72,48,5,8,1,0.06240558624267578
14,75,69,93,100,14,27,2,1,2.928086996078491
26,3,47,91,23,82,70,34,1,0.9643959999084473
50,54,44,64,93,94,0,40,0,0.05513167381286621
27,98,12,43,54,47,75,52,1,1.7328033447265625
91,48,9,68,26,49,71,48,2,0.09428620338439941
85,62,77,100,50,96,41,12,1,0.5050616264343262
53,2,7,9,84,47,24,41,2,1.1128389835357666
26,1,14,92,32,73,57,80,1,0.3816509246826172
98,61,69,40,54,36,84,76,1,0.9185404777526855
34,89,24,30,66,30,57,9,1,0.7678711414337158
53,6,12,67,64,74,85,64,1,0.3407402038574219
32,39,63,91,46,75,64,96,1,0.18173766136169434
71,71,27,84,90,58,22,20,1,0.5078315734863281
73,21,10,6,75,54,28,20,1,0.4639256000518799
66,39,31,82,36,39,56,20,2,0.2805788516998291
84,33,1,97,34,8,40,50,0,0.45073795318603516
43,8,57,78,95,11,83,86,0,1.006941318511963
30,18,72,0,6,9,99,97,1,0.17678451538085938
38,30,50,20,9,74,97,75,0,0.08919429779052734
16,70,11,32,60,66,18,87,2,0.11096525192260742
1,99,74,31,82,26,67,94,0,2.2183871269226074
29,5,69,31,89,81,78,42,0,0.2396535873413086
75,15,42,85,51,22,88,79,1,0.35923027992248535
72,26,24,4,21,71,84,2,2,0.5933642387390137
43,97,81,82,1,50,59,40,1,0.9601390361785889
3,8,77,72,0,18,90,95,1,0.04856109619140625
83,62,35,57,12,26,92,78,2,0.10412383079528809
31,71,56,9,18,26,86,34,0,1.4492337703704834
52,68,78,28,17,78,60,63,2,0.04459738731384277
81,21,66,18,89,99,25,76,0,0.07577633857727051
36,46,31,68,90,25,53,33,2,0.6323337554931641
95,43,51,3,33,38,59,35,2,0.18146014213562012
70,48,87,18,20,76,11,48,0,5.345158815383911
38,52,36,48,71,75,54,36,0,0.01901555061340332
43,29,22,99,78,56,83,70,1,0.6128489971160889
79,66,66,37,72,15,32,27,0,0.14388108253479004
17,75,54,45,82,56,95,13,2,2.2948880195617676
8,1,57,47,42,1,88,36,1,1.0446703433990479
36,51,80,99,41,14,43,98,2,0.8910923004150391
38,92,77,25,27,58,92,23,0,1.3277370929718018
54,68,38,99,14,20,74,59,2,0.14566850662231445
53,79,23,85,67,18,69,65,2,0.28691697120666504
77,45,35,45,32,90,13,97,1,0.7118322849273682
35,13,9,71,43,91,49,58,1,2.9953560829162598
27,6,52,56,52,21,54,53,0,0.731126070022583
92,40,50,30,100,64,22,49,1,0.5425610542297363
93,21,64,82,13,90,37,49,2,1.9615745544433594
25,8,67,65,82,88,99,20,0,0.922612190246582
51,5,42,5,66,77,29,8,0,0.03610658645629883
51,4,95,55,31,88,41,75,2,1.7126758098602295
49,57,48,55,24,94,34,52,0,0.004999637603759766
13,24,52,50,48,33,4,59,1,1.629899024963379
89,36,47,19,69,23,45,35,1,0.3911130428314209
65,6,80,35,85,54,88,1,2,0.48894739151000977
25,37,100,10,52,10,39,94,1,0.5919981002807617
14,99,37,77,90,37,60,53,0,0.15821409225463867
33,82,66,45,25,58,7,41,1,0.12544655799865723
62,69,87,21,46,68,91,48,1,0.3673210144042969
61,72,96,8,61,12,44,10,1,0.28826189041137695
56,0,86,41,35,84,35,67,0,2.0109329223632812
38,43,4,68,13,53,12,47,1,0.09741520881652832
55,22,83,22,80,35,23,71,1,2.4463093280792236
14,4,69,80,43,86,5,47,2,1.8591504096984863
32,35,88,58,83,74,45,64,0,0.5010812282562256
8,41,85,26,57,27,3,47,2,0.03719902038574219
33,21,44,22,91,72,33,23,2,0.0
10,41,53,98,34,98,62,50,1,1.712801218032837
36,33,13,89,68,63,50,82,0,0.8300728797912598
98,100,12,18,7,69,52,82,2,0.3176898956298828
45,27,15,1,60,28,9,70,1,0.08853554725646973
10,78,91,91,1,5,86,42,2,10.120890378952026
69,53,32,95,50,52,23,72,1,0.08943629264831543
89,97,38,0,9,25,17,30,1,2.567373514175415
20,31,82,14,26,5,59,77,0,0.5795729160308838
44,13,88,39,34,98,11,34,1,0.8818883895874023
25,31,91,74,38,30,17,93,1,0.06254816055297852
64,56,9,92,2,87,55,54,2,0.04126477241516113
44,57,17,59,12,100,3,80,0,1.8528692722320557
27,64,75,47,64,59,33,73,2,0.05099844932556152
44,30,94,0,41,79,54,24,2,0.05453658103942871
17,20,62,59,65,48,16,42,2,0.7107696533203125
35,0,21,18,26,70,66,26,0,0.32501697540283203
7,5,16,73,24,78,71,16,2,2.151919364929199
8,74,28,44,68,6,90,63,2,2.656486749649048
4,66,65,74,70,82,77,78,2,0.3027815818786621
61,15,64,66,74,48,39,96,2,0.7835195064544678
8,69,24,81,12,39,26,66,2,0.22931718826293945
53,61,90,1,4,24,23,90,2,1.0512220859527588
87,50,28,1,31,40,54,83,0,0.9662513732910156
81,68,96,83,88,8,93,37,0,0.4592890739440918
74,42,12,25,93,27,20,12,1,0.5460934638977051
69,76,7,80,40,72,97,20,1,0.1561877727508545
15,87,39,36,83,32,77,39,0,0.8878772258758545
37,78,98,88,22,62,70,17,1,0.29239964485168457
94,58,51,26,19,24,16,88,0,5.211315393447876
20,37,12,48,43,94,15,45,2,0.03320455551147461
60,67,58,10,82,72,63,1,1,1.7003917694091797
91,3,14,83,33,64,98,47,2,0.6728005409240723
81,82,94,56,18,65,27,12,2,3.693967580795288
58,12,6,31,72,64,30,0,2,0.41194581985473633
48,22,88,27,24,19,54,78,1,0.4929087162017822
50,72,71,91,76,87,83,45,1,0.11800360679626465
90,46,0,86,5,67,4,64,1,0.4458303451538086
56,0,82,13,10,63,84,68,0,0.4312758445739746
50,48,86,46,100,91,30,24,0,0.44197511672973633
48,39,34,76,41,74,71,8,1,0.19433975219726562
85,46,96,64,51,73,94,27,0,0.6319515705108643
90,0,89,69,15,50,70,11,2,0.11447620391845703
26,27,73,57,2,68,7,32,2,0.27276015281677246
99,20,74,70,47,71,14,11,2,1.5707640647888184
97,79,48,32,66,99,84,28,0,1.8400943279266357
66,32,3,53,97,53,50,53,0,0.6522438526153564
31,17,96,85,1,93,3,2,2,0.7508318424224854
63,70,57,81,76,99,18,1,0,0.056513071060180664
89,18,89,70,44,26,38,73,2,1.3349673748016357
40,76,99,79,48,31,13,69,2,0.6149930953979492
94,60,53,52,82,18,67,22,2,1.8035333156585693
77,43,46,66,96,10,99,82,2,7.393903970718384
4,76,40,31,27,89,80,74,1,1.0845038890838623
73,95,90,12,9,51,89,79,2,0.12454342842102051
80,38,25,13,95,44,8,52,1,0.09232854843139648
56,80,96,62,80,97,56,81,2,0.0
2,17,8,29,35,10,89,37,0,0.06568217277526855
28,19,96,32,22,52,88,94,1,0.48162007331848145
84,7,37,96,5,96,48,48,2,0.3118717670440674
12,75,16,11,33,49,29,3,2,0.9216322898864746
80,34,93,84,45,83,37,5,1,0.3629190921783447
8,95,55,95,81,45,100,32,1,2.503694772720337
4,24,40,99,1,69,28,26,1,1.7679178714752197
60,83,2,52,61,33,43,72,2,0.10201811790466309
10,40,11,60,67,86,89,52,0,0.1078951358795166
53,93,0,75,39,53,44,60,1,0.18608903884887695
63,61,59,63,41,50,28,43,0,0.018999814987182617
58,71,36,89,76,80,54,4,1,0.42724061012268066
64,84,60,86,53,63,26,50,0,0.019184350967407227
4,91,40,49,29,29,6,80,2,0.050536394119262695
27,83,86,94,99,26,73,24,2,0.8732433319091797
0,81,31,40,67,100,45,74,2,0.6499409675598145
82,37,26,86,78,72,79,92,1,0.17281270027160645
15,58,55,62,56,38,90,60,2,0.31103062629699707
73,100,12,71,29,23,63,30,2,0.8660790920257568
91,97,87,6,26,90,30,59,0,3.1099023818969727
96,85,74,12,86,39,39,8,1,1.0785222053527832
63,44,65,32,22,49,82,28,0,0.05316948890686035
54,1,48,29,3,79,52,51,0,0.13528704643249512
11,73,3,79,84,69,19,7,0,0.052558183670043945
32,86,67,26,13,75,85,97,1,0.13342785835266113
34,56,73,33,85,55,91,31,2,0.23290324211120605
10,24,67,61,65,54,15,93,1,1.1738088130950928
62,27,15,47,64,38,65,51,1,0.04569387435913086
58,28,70,73,48,88,26,97,2,0.6209969520568848
12,98,74,8,46,74,22,56,0,0.42357969284057617
24,46,54,5,93,39,65,37,2,1.5653131008148193
2,20,99,45,69,13,11,99,1,2.141235589981079
74,85,30,1,10,10,46,73,2,0.16636180877685547
48,77,92,35,65,14,55,84,2,0.04955887794494629
2,5,25,43,17,0,61,42,1,0.08158302307128906
75,85,67,74,69,62,86,24,0,0.0560603141784668
45,77,17,96,15,10,86,37,0,0.7025353908538818
50,36,99,96,25,74,27,62,2,0.47614121437072754
73,9,65,82,43,4,24,48,1,0.4199869632720947
99,31,75,92,9,31,12,57,2,2.2320098876953125
21,23,93,11,25,36,19,97,1,0.06560993194580078
83,73,39,39,76,44,13,92,1,1.581519365310669
48,39,70,59,33,43,6,73,1,0.21598577499389648
70,26,92,26,1,90,86,73,0,0.33157920837402344
64,27,30,56,28,27,62,90,0,0.9645121097564697
37,28,47,79,51,24,47,25,2,0.038875579833984375
79,92,54,61,23,15,65,17,0,0.75081467628479
22,4,68,37,55,2,98,33,2,0.49960970878601074
72,66,98,5,74,87,91,56,2,0.6793901920318604
95,69,21,83,67,89,76,60,2,0.6885278224945068
55,64,69,51,23,6,2,18,0,0.1019144058227539
93,6,27,10,98,85,41,20,2,0.6922471523284912
42,38,88,73,95,23,86,93,2,2.5505967140197754
25,55,48,25,68,62,57,87,1,0.8116302490234375
20,18,90,32,73,87,96,33,0,0.8770303726196289
71,97,95,10,49,60,5,41,1,0.2408761978149414
69,93,71,89,87,73,83,50,0,0.017263174057006836
13,47,33,14,37,64,77,46,2,1.0197227001190186
3,96,97,19,85,45,84,83,1,2.090184211730957
86,74,3,18,17,24,1,72,1,1.6040012836456299
84,91,96,62,19,47,41,1,0,0.4624040126800537
20,57,31,69,83,59,68,42,0,0.0782618522644043
70,46,74,10,6,44,0,46,0,7.220092296600342
45,45,17,19,81,26,9,4,2,0.2637944221496582
2,25,42,52,47,26,95,50,1,0.9813969135284424
65,2,35,19,19,72,50,1,2,0.06710386276245117
21,54,74,3,54,41,89,62,1,0.18019461631774902
63,37,61,42,92,57,69,7,0,0.025000333786010742
50,64,6,0,16,59,93,47,0,0.8003685474395752
27,38,57,20,76,65,47,18,0,0.5650057792663574
47,3,31,58,42,2,78,89,1,0.022156238555908203
61,15,45,33,100,24,95,22,2,0.41702866554260254
50,25,88,76,84,50,21,85,2,1.2448186874389648
89,16,67,87,14,52,6,14,2,2.3642449378967285
56,33,47,12,11,4,46,86,0,0.6163523197174072
98,47,80,28,3,10,59,55,0,0.40322399139404297
61,60,61,30,38,78,98,64,0,0.29150938987731934
28,58,68,15,29,81,24,20,1,0.19919085502624512
36,0,90,56,73,62,21,60,0,2.3756115436553955
94,17,49,35,92,81,81,7,2,0.0890955924987793
45,20,34,29,14,61,51,47,2,0.6089706420898438
81,29,80,43,69,11,45,80,0,0.2131495475769043
96,98,38,67,100,15,96,90,2,0.03600764274597168
10,45,88,41,32,51,79,44,1,0.12853145599365234
2,97,69,48,37,49,34,3,1,0.3566446304321289
0,69,50,26,77,98,16,34,2,1.2891898155212402
12,91,83,71,20,64,34,37,1,0.14090347290039062
5,12,0,46,23,6,45,99,1,0.4483036994934082
99,16,81,38,3,3,85,14,2,0.2151188850402832
70,64,73,64,38,1,7,81,0,0.011195182800292969
82,40,12,0,73,2,94,35,2,0.0680549144744873
90,57,37,23,39,33,69,30,2,0.5575289726257324
8,4,84,25,42,38,13,84,1,0.26239800453186035
2,65,7,83,51,87,98,67,0,0.09384942054748535
45,27,43,37,28,34,60,67,0,0.04400992393493652
43,2,60,74,14,70,63,93,2,1.7680108547210693
15,5,95,46,73,93,53,22,2,0.23128604888916016
47,46,19,37,43,65,37,62,2,0.0716710090637207
73,40,29,80,94,17,86,75,1,0.8673138618469238
40,78,12,73,43,62,95,79,0,0.37087249755859375
96,17,21,100,41,33,85,65,2,1.4329066276550293
77,56,86,22,92,70,32,25,1,0.4101390838623047
40,44,100,15,0,85,72,99,1,1.8932151794433594
39,24,84,46,56,84,2,91,0,1.0305356979370117
93,22,48,38,56,29,91,94,1,1.3040180206298828
41,11,63,90,9,97,21,73,1,0.4059629440307617
23,96,57,10,23,15,23,68,2,0.1419687271118164
3,12,11,64,47,80,72,92,2,3.487863540649414
20,16,11,100,83,56,72,9,1,3.0846381187438965
84,42,12,11,9,71,67,96,1,2.4332263469696045
39,72,47,82,79,34,38,61,2,0.23675298690795898
35,84,75,99,88,89,89,31,1,0.895573616027832
68,86,44,15,10,30,93,45,2,1.1016414165496826
13,39,18,20,84,68,100,61,0,0.10565757751464844
24,86,95,35,67,11,67,34,2,0.3524665832519531
73,56,87,44,93,92,41,95,0,0.43866419792175293
10,100,78,98,75,28,35,55,0,3.3415422439575195
84,23,91,80,14,14,17,78,1,1.363940715789795
74,55,78,38,62,7,87,89,0,0.0943593978881836
93,92,58,49,41,27,59,53,2,0.2428891658782959
83,20,85,93,2,87,25,86,1,1.9237737655639648
45,14,34,54,16,69,95,31,1,0.2940387725830078
67,92,20,28,23,41,11,88,0,3.4753944873809814
82,76,5,28,85,22,34,54,1,1.157444715499878
18,81,79,3,16,54,64,36,1,0.690758228302002
56,64,76,43,68,39,79,80,1,0.5947599411010742
25,24,13,44,6,66,98,88,0,0.11096334457397461
19,82,41,9,41,77,24,94,2,0.16307640075683594
90,26,47,71,32,97,99,88,2,2.550889253616333
27,9,65,64,96,7,40,24,2,0.09386658668518066
84,65,2,32,25,25,79,23,2,0.6285548210144043
40,46,41,10,10,93,36,41,2,0.028373241424560547
20,21,52,38,80,70,38,24,2,0.08022475242614746
72,26,1,3,87,94,38,97,2,0.9309399127960205
25,99,94,53,13,74,83,89,1,2.7803800106048584
94,43,51,71,32,62,85,47,2,0.04288315773010254
79,79,80,23,86,66,53,80,1,0.19684958457946777
3,14,59,25,16,26,53,55,1,0.0816652774810791
33,88,85,12,72,71,34,11,2,2.311884880065918
88,100,82,87,87,50,42,22,0,0.06419062614440918
66,29,13,88,35,74,17,5,1,1.1287481784820557
78,25,13,2,16,96,95,39,2,0.12501811981201172
99,4,34,83,85,14,57,99,1,0.08746480941772461
97,62,4,74,4,78,56,50,0,1.2658576965332031
92,41,35,37,90,14,69,93,1,0.8030366897583008
98,97,52,9,44,54,46,35,2,1.405000925064087
24,51,29,88,97,81,86,90,0,0.5910673141479492
75,90,56,13,48,82,75,89,2,0.0
71,12,1,44,35,35,2,71,1,0.24222922325134277
5,41,68,43,44,21,55,56,2,0.5626354217529297
41,23,90,70,18,63,52,14,2,0.07424378395080566
54,94,78,27,56,38,56,85,2,0.04062318801879883
78,7,60,54,4,85,89,58,2,1.6255240440368652
77,95,76,83,62,83,76,43,0,0.5923795700073242
43,31,69,16,7,32,48,86,0,0.3221888542175293
39,94,76,51,58,5,94,84,0,2.543623685836792
41,61,36,71,30,75,43,53,0,0.09225344657897949
6,4,75,83,57,94,60,30,1,1.4842662811279297
2,0,6,34,62,41,37,58,1,2.25360369682312
37,51,52,15,100,100,98,61,1,3.3211722373962402
69,1,16,67,28,12,34,81,1,2.7402360439300537
67,87,13,62,7,68,27,62,2,0.9058942794799805
17,80,23,70,41,78,11,95,0,0.13990497589111328
7,28,23,27,81,97,0,3,0,1.5445659160614014
85,68,83,80,24,87,37,84,0,0.05691814422607422
9,9,87,29,64,42,41,94,1,0.35129642486572266
69,59,63,9,39,59,92,92,1,0.20395636558532715
40,3,72,9,27,77,16,87,0,2.699331283569336
10,93,36,21,19,39,48,15,1,1.1241564750671387
15,20,76,2,39,25,34,13,0,0.2156391143798828
28,87,21,85,66,48,37,94,0,0.04975485801696777
14,58,50,43,85,61,98,76,0,2.0988361835479736
56,94,6,65,93,42,64,50,2,0.6129372119903564
1,82,36,66,36,62,1,36,2,0.6576371192932129
36,41,84,41,35,85,36,60,2,0.09288215637207031
92,84,73,48,37,100,48,26,0,0.6385819911956787
18,1,19,38,14,15,95,33,1,0.06487607955932617
50,74,72,46,84,85,90,1,0,1.419879674911499
70,57,88,49,79,72,40,38,1,0.19464731216430664
91,76,42,25,80,2,11,52,1,1.677577257156372
72,6,13,89,16,23,46,5,2,0.12986540794372559
40,30,52,86,25,87,51,56,1,0.40565037727355957
72,88,94,97,74,31,89,92,2,0.07703399658203125
82,78,76,26,43,2,25,13,1,1.2896201610565186
88,33,39,27,68,2,86,1,2,1.2217693328857422
22,43,27,67,13,69,89,74,0,1.3598425388336182
68,15,92,67,62,74,100,43,0,1.1256670951843262
49,38,30,44,6,72,28,55,0,0.37370848655700684
85,61,69,22,35,97,66,80,1,0.38047266006469727
39,47,17,22,35,97,40,8,0,0.38666796684265137
11,82,93,96,83,41,39,32,2,2.0373737812042236
39,43,27,73,39,63,50,98,1,0.08344888687133789
83,26,57,0,38,8,24,87,1,0.5132827758789062
100,79,95,10,13,51,55,63,2,2.124680519104004
94,36,61,71,11,15,48,93,2,1.1905019283294678
48,72,28,3,41,17,23,45,2,1.206557035446167
32,73,94,91,2,58,2,64,1,0.3531985282897949
49,90,79,74,70,82,74,41,1,0.09719228744506836
0,72,95,13,8,59,3,55,2,0.18191266059875488
89,67,39,17,54,80,46,50,0,1.3255248069763184
59,23,97,86,9,97,28,58,0,1.439795970916748
98,64,40,14,86,93,20,92,1,0.45066142082214355
78,31,49,90,74,53,43,49,0,0.31644105911254883
74,36,17,53,68,16,19,92,1,0.277376651763916
44,9,13,79,98,8,26,79,0,2.6804704666137695
73,19,99,25,92,18,97,6,1,0.07015204429626465
