Point Mass X,Point Mass Y,Fixed Point 1 X,Fixed Point 1 Y,Fixed Point 2 X,Fixed Point 2 Y,Fixed Point 3 X,Fixed Point 3 Y,Convergence Point,Convergence Time
58,62,68,37,9,16,63,79,2,0.18120646476745605
78,98,61,40,98,62,13,35,1,2.208653211593628
39,71,94,70,53,46,82,33,0,2.781552314758301
83,75,68,20,59,39,73,84,2,0.16016793251037598
62,62,31,6,43,79,37,23,1,1.8874080181121826
93,91,43,63,28,89,62,78,2,0.23562169075012207
69,94,90,22,54,5,87,26,0,1.302161693572998
43,62,53,39,35,80,52,32,0,0.27321338653564453
1,30,73,42,75,93,25,51,2,0.2522420883178711
4,0,56,76,67,86,18,20,2,0.20032858848571777
84,6,59,54,14,48,80,31,2,0.2097020149230957
100,65,73,72,86,68,99,76,0,0.32622718811035156
67,3,24,36,66,17,0,76,1,0.09497833251953125
100,71,57,86,18,5,23,15,0,1.0223112106323242
0,47,50,71,51,5,46,39,0,2.8053321838378906
60,94,57,43,99,29,64,60,2,0.2344377040863037
70,70,24,21,24,72,54,84,2,0.7817773818969727
20,13,19,48,56,31,42,54,1,2.9933888912200928
30,73,47,99,30,31,75,96,0,1.444199800491333
7,73,97,49,52,14,87,78,1,4.389500141143799
89,79,85,73,62,58,4,43,0,0.06965374946594238
83,39,14,86,15,91,88,18,2,0.2792034149169922
1,12,26,16,56,84,44,38,0,0.27729058265686035
72,32,25,7,21,84,96,79,1,1.0306870937347412
97,21,45,18,93,73,50,17,2,2.359210252761841
60,29,84,14,23,62,100,58,2,0.9443566799163818
37,58,62,87,82,12,66,11,0,0.87703537940979
67,17,12,89,24,93,13,79,0,0.6266050338745117
19,46,77,51,5,7,80,82,1,0.8924055099487305
58,13,94,72,47,73,93,16,1,2.238708972930908
95,13,54,1,73,83,90,6,2,0.06027340888977051
37,50,36,58,15,68,56,75,0,0.046785831451416016
73,78,7,20,20,80,33,11,2,1.713684320449829
87,74,4,46,30,75,39,18,0,2.390212059020996
55,6,80,18,26,77,44,36,1,2.1636316776275635
51,95,85,41,42,82,89,82,1,0.30646324157714844
66,55,97,10,42,44,75,80,1,0.44733381271362305
20,24,85,81,61,67,61,31,0,0.903069257736206
98,10,71,60,39,14,10,40,1,1.1440825462341309
14,93,91,76,53,64,4,47,0,0.723275899887085
66,85,62,67,88,93,92,52,0,0.38365697860717773
22,20,45,49,42,68,46,60,0,0.7171916961669922
29,41,45,45,91,11,73,87,0,0.11670136451721191
73,7,3,50,48,93,42,88,1,3.3742029666900635
21,99,85,7,21,29,71,28,1,1.832294225692749
19,28,88,29,58,93,87,86,0,2.5124340057373047
28,80,9,56,20,37,84,8,1,0.6390812397003174
49,11,81,25,97,32,33,82,1,1.2177140712738037
17,26,98,33,40,93,33,79,1,0.5421559810638428
98,32,86,48,4,28,95,60,0,1.1294751167297363
40,15,47,52,89,12,100,48,2,0.7967305183410645
33,57,12,3,36,16,11,74,2,9.112896919250488
98,17,10,47,17,15,42,13,2,1.7573401927947998
14,28,31,79,77,86,22,85,0,0.37451672554016113
61,47,42,76,19,72,13,34,1,1.197582483291626
26,48,42,36,32,53,28,31,1,0.13926935195922852
67,73,89,79,9,3,51,96,0,8.3041512966156
33,47,24,19,62,51,4,25,0,0.25185704231262207
9,19,34,69,43,29,59,51,2,3.6586782932281494
43,84,4,70,93,46,56,73,2,0.12801742553710938
96,39,18,76,55,9,49,49,2,3.562384605407715
73,4,83,81,90,45,41,51,0,2.5954432487487793
4,71,88,83,40,45,55,40,2,2.533503770828247
73,74,12,92,60,78,4,82,1,0.08787941932678223
13,95,34,44,43,8,14,5,0,1.7617835998535156
97,85,97,50,63,63,85,74,2,0.10120153427124023
10,25,36,24,2,62,94,10,0,0.6118166446685791
93,95,88,2,99,85,14,11,1,0.08087539672851562
34,22,78,63,30,15,71,20,1,0.057013511657714844
16,11,46,100,81,5,50,65,0,1.8922076225280762
30,62,8,20,7,87,15,83,1,0.44966721534729004
25,72,92,65,92,9,43,56,2,0.18117952346801758
27,80,90,95,37,28,14,73,2,0.11475968360900879
28,91,83,51,55,4,76,34,1,1.2611417770385742
40,32,76,3,43,20,30,84,1,0.08656620979309082
63,39,92,73,23,16,31,98,2,2.4226603507995605
15,19,36,2,76,18,49,95,0,1.1222989559173584
5,20,51,89,46,73,54,77,1,0.5062205791473389
72,22,8,86,75,41,35,18,2,2.785567045211792
26,81,76,27,53,67,31,90,2,0.07458686828613281
40,29,11,76,68,49,57,83,2,1.4346022605895996
14,24,59,26,1,66,25,35,2,0.1582496166229248
52,18,36,36,83,43,9,62,2,3.163729190826416
8,63,26,88,55,85,60,46,1,1.2533752918243408
25,81,64,76,75,73,62,33,1,0.35767030715942383
78,50,57,67,46,51,96,27,1,0.541140079498291
46,68,84,62,7,18,65,79,2,0.745525598526001
32,73,8,24,29,95,39,46,1,0.3516249656677246
13,85,17,80,81,62,92,77,0,0.03999757766723633
79,33,57,33,66,78,13,38,2,0.46907901763916016
89,49,54,4,45,57,72,98,1,0.36168837547302246
21,39,4,97,44,6,17,68,2,0.26886701583862305
12,10,49,59,66,55,8,8,2,0.029074907302856445
14,28,16,19,39,23,24,97,0,0.06657123565673828
15,84,54,23,43,80,57,81,1,0.19663047790527344
59,79,33,39,78,74,20,4,1,0.38698673248291016
41,42,4,53,2,79,37,36,2,0.04515838623046875
92,50,3,82,15,72,29,68,2,0.504157304763794
19,28,95,38,18,26,8,10,1,0.006569623947143555
20,45,75,79,67,40,42,90,0,1.5798447132110596
99,37,67,92,10,21,66,99,0,1.1761598587036133
6,76,11,10,37,44,94,75,1,0.36077880859375
72,65,89,28,72,3,96,53,0,0.5881319046020508
15,88,53,83,81,63,100,38,0,0.3061182498931885
29,2,15,39,68,2,2,39,2,1.0482642650604248
30,89,9,49,42,57,69,31,2,0.40595340728759766
16,77,2,20,44,66,69,68,1,0.22124195098876953
70,39,29,21,18,73,68,56,2,0.3481767177581787
69,43,18,79,86,56,31,74,1,1.41188645362854
93,11,38,67,45,38,12,59,2,2.2261104583740234
85,72,11,74,6,12,76,67,2,0.06711268424987793
70,49,1,70,5,43,13,74,0,1.6619093418121338
27,56,98,27,41,65,92,72,1,0.11424398422241211
98,50,42,29,70,49,61,68,1,0.18529152870178223
20,10,73,50,43,88,99,67,2,0.6326427459716797
45,64,35,58,20,46,13,7,0,0.07249617576599121
82,68,21,93,37,6,34,1,2,5.967320203781128
60,20,88,86,46,42,77,46,2,0.658851146697998
0,31,47,82,18,89,53,64,2,1.3049488067626953
64,26,93,75,26,7,85,28,2,0.27314209938049316
74,38,78,47,30,99,64,0,0,0.10666298866271973
38,15,57,41,19,67,53,66,0,1.1936535835266113
16,22,5,43,8,93,95,83,0,0.20139479637145996
39,38,60,61,55,72,31,48,2,0.2611544132232666
74,46,69,66,51,47,80,80,0,0.41949987411499023
34,22,85,66,33,49,27,19,2,0.05364084243774414
5,45,75,85,74,94,93,75,0,0.6211791038513184
83,84,70,96,12,36,53,15,0,0.13128447532653809
58,17,43,6,50,66,71,94,0,0.1630697250366211
73,81,88,28,75,52,1,38,1,0.2144768238067627
50,87,60,66,67,15,53,97,2,0.08209228515625
19,48,13,44,100,58,18,39,2,0.23807644844055176
48,15,22,69,71,73,36,45,2,0.8165104389190674
30,35,37,55,56,53,88,47,0,0.6843156814575195
66,98,49,70,62,54,31,46,2,0.3016500473022461
43,82,23,65,34,0,39,78,2,0.03475499153137207
53,67,47,80,29,43,35,34,0,0.9373564720153809
65,70,85,51,77,2,41,2,0,1.5762159824371338
68,43,40,69,44,41,97,15,1,0.2974092960357666
97,15,55,44,23,50,47,31,1,0.6429662704467773
63,29,91,16,3,28,57,91,0,0.5144398212432861
91,50,56,92,92,66,5,59,1,0.1618177890777588
20,48,78,26,60,7,39,37,2,0.22629618644714355
76,32,9,79,97,77,5,31,2,3.221712112426758
39,84,81,92,36,6,0,49,0,1.1134850978851318
7,73,10,66,44,14,31,82,0,0.05157804489135742
6,50,81,89,43,25,99,73,1,1.2504527568817139
46,96,90,34,76,62,3,54,1,3.809297561645508
69,7,59,16,88,45,15,56,0,0.09570002555847168
31,82,67,55,9,75,65,94,1,0.6922774314880371
76,81,78,9,17,31,31,1,1,1.3504948616027832
95,54,53,41,56,60,11,78,1,2.7088623046875
96,25,96,50,97,12,85,88,1,0.1188359260559082
4,2,43,18,100,62,51,11,0,5.707611560821533
7,18,67,87,10,60,41,43,2,4.514634609222412
68,71,44,47,84,78,36,100,1,0.21630120277404785
17,15,52,12,36,78,59,81,2,1.0987927913665771
50,48,69,79,79,33,65,41,2,0.11014652252197266
95,0,42,68,57,74,93,29,2,0.23604345321655273
17,50,70,16,52,56,29,92,0,0.5619831085205078
31,31,58,83,83,0,96,60,2,0.590672492980957
86,25,95,62,87,31,10,35,1,0.05901646614074707
14,80,20,6,21,58,76,80,1,0.22785472869873047
91,32,44,1,19,83,86,48,2,0.12218475341796875
0,24,67,99,46,98,53,6,0,1.8317432403564453
2,80,41,49,57,37,84,32,0,0.388120174407959
0,44,52,96,82,99,16,9,2,1.3088030815124512
24,56,43,77,16,63,32,87,1,0.2118086814880371
27,2,35,78,97,29,16,60,2,1.2443504333496094
51,20,6,6,94,7,82,16,2,0.6551411151885986
11,83,82,30,26,51,31,2,1,0.2752566337585449
29,23,2,71,77,23,17,12,2,0.13033437728881836
14,40,46,48,57,58,56,70,0,0.6755731105804443
66,35,68,1,17,25,90,48,2,1.2603785991668701
38,57,80,9,97,60,28,31,0,0.8694140911102295
68,94,87,71,55,12,44,74,1,0.6963748931884766
99,11,94,94,3,74,27,11,2,3.1817331314086914
54,69,1,4,72,5,10,12,0,1.957963228225708
77,64,94,24,36,0,94,85,2,4.277384281158447
7,6,99,94,66,79,6,75,2,4.99438214302063
51,13,93,66,98,22,30,73,1,2.693390130996704
54,66,84,10,0,41,34,57,2,0.23560833930969238
85,70,9,48,43,70,49,62,1,2.754490852355957
74,97,48,34,95,90,50,57,2,1.306635856628418
98,3,10,0,42,45,5,51,1,6.101393938064575
0,46,53,79,79,23,59,13,1,4.361408472061157
87,74,6,50,86,71,43,32,1,0.017087697982788086
27,8,9,18,19,46,23,10,2,0.030298948287963867
48,78,88,40,83,50,57,23,0,0.3320779800415039
44,45,91,52,4,12,71,90,2,2.0060999393463135
73,86,72,15,53,30,51,81,2,0.47968387603759766
20,32,72,12,25,32,12,58,1,0.03006744384765625
18,34,58,31,54,66,27,24,2,0.09556388854980469
74,53,37,100,84,79,6,59,0,0.807445764541626
69,13,65,98,5,33,85,52,2,1.5546634197235107
22,88,31,95,21,4,22,37,0,0.08110213279724121
75,84,97,84,32,4,86,73,2,1.9031014442443848
89,32,21,55,21,19,46,39,2,0.31269121170043945
19,89,2,88,20,22,27,46,0,0.32692933082580566
41,92,71,56,80,67,86,42,1,0.8468260765075684
40,86,61,14,4,17,60,67,1,2.1953864097595215
33,73,13,80,49,57,76,25,1,0.4769001007080078
53,64,31,87,22,51,28,43,1,1.2096071243286133
42,52,3,44,100,8,40,52,2,0.0
75,26,93,0,63,92,12,51,0,0.5244643688201904
98,38,26,0,24,88,84,26,2,0.13772225379943848
89,80,35,45,53,26,60,88,2,0.6321713924407959
5,15,99,28,5,20,7,12,2,0.04543876647949219
82,23,87,39,15,70,55,57,0,0.12321662902832031
6,51,27,39,5,15,49,91,1,0.8367373943328857
83,33,34,79,68,70,36,85,1,0.9908876419067383
43,56,47,24,7,1,5,4,2,2.177246570587158
40,87,73,60,84,62,1,77,0,0.819629430770874
69,34,1,31,100,84,2,3,0,1.5403423309326172
76,28,25,100,33,48,98,41,2,0.8439991474151611
78,5,14,67,98,78,90,45,2,1.0904262065887451
68,82,78,57,100,81,60,34,1,0.8139595985412598
23,37,50,22,68,52,41,15,1,1.3026750087738037
1,73,40,38,9,88,18,41,1,0.6026923656463623
92,23,52,10,2,81,11,26,0,1.6299657821655273
81,93,95,100,87,32,65,73,0,0.48779797554016113
42,25,73,96,73,36,92,12,1,0.24988889694213867
5,32,99,6,12,42,28,33,1,0.4267125129699707
60,34,11,3,97,43,66,28,2,0.05438041687011719
34,72,62,69,99,47,83,91,0,0.20008397102355957
33,12,100,9,90,18,87,1,0,0.3885629177093506
44,75,97,17,90,66,66,48,2,0.8883967399597168
22,56,81,92,67,98,81,26,1,2.235821008682251
60,53,55,22,38,4,96,23,2,0.8612570762634277
28,36,89,66,91,80,17,10,2,0.8946161270141602
49,25,67,99,12,10,2,24,2,0.720142126083374
44,37,91,71,7,27,44,23,2,0.10175633430480957
14,100,94,25,55,62,71,67,0,0.5848715305328369
78,8,53,49,63,98,49,97,0,1.6802036762237549
66,11,56,26,30,45,25,94,0,0.11925935745239258
35,96,39,57,88,31,76,51,1,4.473122596740723
92,63,80,7,11,96,99,86,2,0.23575806617736816
45,99,2,32,98,85,27,78,0,1.2161433696746826
2,32,52,87,7,9,7,9,1,0.13086175918579102
69,40,66,94,92,16,72,16,2,1.795522928237915
48,41,2,18,11,55,82,24,1,1.9765839576721191
11,84,2,55,38,23,59,53,0,1.4882211685180664
40,97,56,33,48,98,58,67,1,0.051581621170043945
63,61,37,82,15,60,46,100,0,0.23488378524780273
69,93,74,35,28,100,100,60,0,0.5308685302734375
0,65,1,20,36,35,0,50,2,0.11677169799804688
23,100,32,89,53,21,58,21,0,0.12752032279968262
83,84,8,60,25,81,91,79,2,0.11105561256408691
58,75,73,67,46,72,5,98,1,0.18470311164855957
31,75,99,36,12,19,86,60,0,0.9438798427581787
80,76,55,25,14,24,86,97,2,0.23481488227844238
92,88,81,42,93,45,29,21,1,2.27693247795105
77,9,32,14,39,42,40,3,1,1.1952548027038574
74,90,58,91,34,91,59,39,0,0.10924291610717773
7,95,69,75,5,84,72,35,1,0.08575892448425293
4,36,9,66,16,80,30,53,0,0.5309593677520752
88,11,28,95,87,25,27,95,1,0.10057497024536133
20,13,40,70,46,34,78,79,1,0.9729347229003906
45,19,67,57,12,22,83,97,1,11.609262943267822
19,84,44,91,4,19,49,52,2,0.6639711856842041
47,42,39,90,48,61,97,61,1,0.12575125694274902
44,23,55,41,47,70,9,22,0,0.7936043739318848
1,46,32,86,93,64,13,83,0,1.2768220901489258
36,89,30,81,44,94,77,16,1,0.16018342971801758
37,76,73,65,48,12,3,64,1,0.6364796161651611
56,53,15,90,73,4,47,45,2,0.08364748954772949
34,19,1,44,58,41,57,53,2,0.2939910888671875
87,61,18,81,82,69,39,58,1,0.05978798866271973
19,34,72,41,36,26,56,67,0,1.0026631355285645
75,49,12,58,49,57,95,49,2,0.2545289993286133
26,72,51,63,47,18,29,32,2,1.6065807342529297
90,75,46,25,12,12,10,68,0,5.53287935256958
45,2,95,86,2,51,65,27,0,3.2624497413635254
73,40,14,96,48,64,10,61,1,0.2828691005706787
20,26,30,6,41,3,37,64,1,0.8670861721038818
97,5,37,59,28,55,55,34,2,0.3928494453430176
67,51,0,99,57,13,12,77,1,1.3476543426513672
96,56,24,57,21,6,87,95,2,2.291027784347534
81,17,37,80,12,79,74,65,0,3.155214786529541
31,93,45,95,21,25,52,88,0,0.08864951133728027
48,97,9,93,73,63,84,20,1,4.73605489730835
11,47,8,19,27,23,87,89,1,1.3861663341522217
52,37,14,31,96,54,43,26,2,0.10451221466064453
6,95,77,33,59,73,99,62,1,0.47913360595703125
31,99,83,76,69,91,83,37,2,0.786318302154541
4,15,19,10,96,63,5,16,2,0.0
93,92,29,38,87,89,44,53,1,0.041509151458740234
75,34,46,100,96,54,44,60,0,1.6565532684326172
54,92,21,60,46,6,2,13,0,4.9333531856536865
32,60,2,54,1,36,30,36,0,0.4549088478088379
54,74,22,35,29,37,82,99,1,0.4839019775390625
94,83,84,14,30,80,88,14,0,5.398827791213989
42,74,76,31,36,47,38,41,2,0.18240857124328613
80,76,99,100,23,76,72,40,0,0.5319111347198486
93,39,3,90,60,86,51,100,1,0.5596024990081787
69,18,64,13,34,87,36,91,0,0.05200552940368652
13,1,91,59,34,100,33,26,2,0.2558166980743408
91,91,51,29,33,90,98,99,2,0.08220386505126953
45,7,72,100,3,8,7,51,1,1.3225955963134766
88,53,48,81,92,17,92,54,2,0.028192758560180664
34,96,34,32,27,2,31,29,0,0.7092187404632568
9,2,84,29,91,42,46,64,2,3.15585994720459
14,65,97,13,17,41,77,72,1,0.5107321739196777
43,57,68,46,91,53,67,23,0,0.1798720359802246
15,42,23,93,96,41,62,88,2,1.760571002960205
16,15,95,7,30,28,51,20,2,0.4408860206604004
32,68,93,90,88,74,24,60,2,0.0812981128692627
74,93,12,25,96,58,45,0,1,0.9116256237030029
72,72,83,45,80,24,75,42,0,0.6469838619232178
17,95,17,72,72,79,85,28,0,0.49239420890808105
6,65,48,23,0,52,85,76,1,0.1043241024017334
64,89,5,72,54,74,37,80,1,0.6170654296875
77,67,21,40,24,86,61,97,2,1.211820125579834
11,54,9,59,36,9,23,48,0,0.04262590408325195
99,63,12,68,90,9,95,25,2,0.8429555892944336
35,88,65,18,97,2,62,43,2,0.40865063667297363
54,33,18,15,6,73,10,17,2,0.2994973659515381
73,67,87,29,27,85,68,2,2,0.8600821495056152
60,16,6,7,22,21,18,86,1,0.27951550483703613
58,21,28,74,14,97,47,84,2,1.212024211883545
62,19,1,3,6,94,51,7,2,0.1144111156463623
85,33,75,40,39,30,16,47,0,0.07822275161743164
28,36,89,18,77,17,98,96,1,4.889927864074707
52,91,41,78,1,60,3,84,0,0.11862969398498535
62,78,59,96,6,58,22,34,0,0.16222357749938965
79,16,72,89,31,24,37,66,1,1.6066725254058838
22,61,61,91,84,73,24,89,2,1.272812843322754
31,23,80,66,82,76,97,37,0,1.129746437072754
11,65,64,10,19,2,22,75,2,0.10827279090881348
54,89,58,0,33,11,17,0,1,2.3168399333953857
40,36,92,7,26,0,39,58,2,0.23301315307617188
20,84,37,9,12,70,7,97,2,1.292851448059082
96,90,57,80,13,37,25,50,0,0.330768346786499
7,35,71,34,15,75,85,98,0,5.100944519042969
55,83,49,46,11,73,88,56,0,0.31603312492370605
73,37,78,98,61,63,19,88,1,0.20343971252441406
93,50,2,63,86,49,66,92,1,0.051615238189697266
40,96,72,81,31,5,8,67,1,3.483048915863037
33,97,97,79,69,88,32,72,1,0.6472568511962891
98,18,29,94,3,90,92,35,2,0.12669825553894043
28,44,19,14,93,77,54,93,0,1.0736925601959229
37,19,21,4,21,49,25,10,2,0.0993199348449707
54,89,58,63,91,37,82,3,0,0.20676708221435547
21,41,62,75,11,10,43,38,0,1.2898962497711182
96,47,54,56,78,15,16,10,2,0.7968599796295166
43,78,40,57,5,87,64,28,0,0.15938425064086914
1,61,37,70,38,50,27,24,1,2.168504238128662
93,72,66,78,47,26,26,12,0,0.6138901710510254
83,17,63,57,77,45,24,31,0,0.9612655639648438
57,84,56,42,28,80,91,49,2,3.475649833679199
81,38,46,9,53,22,61,83,1,1.8655509948730469
48,61,72,8,16,89,34,76,2,0.14795565605163574
45,75,45,20,33,25,69,72,0,0.8124673366546631
45,0,44,28,91,77,60,91,0,0.21123647689819336
56,6,87,11,45,66,40,95,0,9.59128737449646
39,21,83,74,37,100,34,42,2,0.17847585678100586
80,50,82,82,12,23,39,77,2,0.8458948135375977
51,77,66,8,57,43,75,80,2,1.651381015777588
13,41,22,72,59,90,4,55,2,0.6004137992858887
56,1,44,74,40,37,37,98,1,0.31809377670288086
44,47,75,13,99,37,100,10,0,1.362757921218872
44,97,86,58,25,52,46,65,2,0.22075462341308594
17,98,99,31,27,26,51,60,2,2.5443291664123535
38,92,14,7,40,21,41,16,2,2.0766661167144775
71,70,66,96,97,97,96,75,1,0.21244430541992188
28,55,89,99,10,89,70,76,1,2.3452227115631104
45,72,52,71,51,89,100,21,0,0.04578590393066406
78,31,55,12,71,77,14,40,2,0.8662924766540527
18,85,81,28,17,26,96,62,2,2.477480888366699
24,68,46,42,7,71,91,5,1,0.24219250679016113
10,68,86,39,93,60,9,68,2,0.0
39,49,23,82,69,23,30,93,2,0.7690484523773193
1,71,21,67,88,48,62,89,0,0.14017415046691895
49,84,89,62,9,91,6,87,2,0.33861875534057617
27,59,76,24,51,34,78,40,1,1.1812386512756348
100,57,55,29,49,38,74,39,2,0.3002185821533203
50,63,78,46,61,16,45,32,1,0.3329164981842041
51,38,92,45,33,48,34,46,2,0.1075129508972168
67,55,100,81,39,49,14,11,1,0.27051234245300293
79,39,83,86,100,19,69,59,2,0.5092015266418457
8,6,28,58,70,70,87,95,0,1.5630497932434082
42,35,15,91,98,62,34,44,2,0.08562016487121582
7,55,3,49,19,93,73,69,0,0.05356478691101074
3,19,70,48,69,17,85,17,1,2.315748929977417
65,60,26,6,81,54,60,59,2,0.03502702713012695
33,71,17,94,24,26,30,0,0,2.9982900619506836
33,28,15,4,51,58,34,98,0,0.7872436046600342
10,99,70,0,51,17,35,11,1,2.706080436706543
67,42,39,68,84,46,27,18,1,0.2427656650543213
70,29,87,48,58,80,42,2,1,0.7723822593688965
29,63,91,5,5,15,61,41,1,3.52852463722229
82,62,44,90,35,63,84,57,2,0.04102492332458496
52,29,15,65,10,23,3,29,2,0.3056168556213379
44,66,79,34,88,75,91,82,1,2.3027124404907227
90,84,60,50,60,67,39,11,0,0.9640262126922607
77,25,18,68,37,5,4,33,0,3.841010570526123
79,91,36,72,66,13,42,46,1,2.0144565105438232
8,95,14,47,78,79,5,75,2,0.17411589622497559
55,51,66,13,50,54,98,73,1,0.042023420333862305
67,27,17,36,15,90,17,15,0,1.6688668727874756
69,12,91,6,23,53,6,47,0,0.22492384910583496
9,65,16,86,74,3,40,30,0,0.7385194301605225
69,8,57,17,57,88,30,58,0,0.1007997989654541
28,22,11,96,20,5,53,5,1,1.5002899169921875
57,36,8,84,5,61,3,15,1,3.075636625289917
60,8,38,40,95,32,77,55,1,0.6807048320770264
45,75,57,89,54,53,75,17,0,0.6459386348724365
95,99,90,71,60,57,14,91,2,1.068335771560669
91,63,49,84,76,81,13,55,0,1.911620855331421
59,74,56,85,98,37,53,3,0,0.08711814880371094
54,51,34,43,27,76,26,62,0,0.8643908500671387
40,9,94,1,29,35,44,85,1,0.6372172832489014
83,99,78,89,28,0,30,21,0,0.07409024238586426
86,77,11,55,33,30,100,76,2,0.10680770874023438
51,8,89,79,53,28,11,60,1,0.15499472618103027
42,78,23,39,32,80,79,48,1,0.07859683036804199
99,69,76,58,47,68,28,64,0,0.1933741569519043
83,86,72,11,55,28,64,22,2,3.109083414077759
45,76,2,33,58,73,8,16,1,0.10155415534973145
57,62,66,14,38,0,83,52,2,0.5592577457427979
2,49,82,85,87,22,18,6,0,1.7504398822784424
7,83,71,67,100,6,19,27,0,4.14083194732666
31,33,57,89,23,1,73,35,1,0.6688683032989502
7,25,91,67,18,81,30,89,1,2.410100221633911
99,81,28,62,91,2,71,1,1,2.0154685974121094
79,60,100,46,40,46,73,52,2,0.06967782974243164
56,97,99,32,50,5,31,55,1,2.6859524250030518
76,3,18,63,22,53,38,61,1,1.4091172218322754
40,87,21,54,56,22,79,80,0,3.4534575939178467
64,90,92,91,25,31,80,100,0,0.3650832176208496
100,67,78,68,42,39,58,78,0,0.14358115196228027
94,47,56,70,61,66,84,49,2,0.06056070327758789
52,44,51,4,61,28,57,24,1,0.40572023391723633
15,41,81,95,33,31,42,79,1,0.403606653213501
54,46,25,74,69,100,68,16,2,0.9036343097686768
58,6,45,65,6,31,14,24,1,0.37160396575927734
72,17,46,27,88,77,5,25,0,0.21700406074523926
40,71,80,72,54,95,84,41,0,1.3570024967193604
40,99,25,55,0,88,81,7,0,0.8866748809814453
39,52,14,21,95,64,38,62,2,0.07234621047973633
100,32,52,98,25,18,22,73,1,2.2172646522521973
86,64,93,68,50,81,7,74,0,0.055094242095947266
48,39,57,20,14,44,13,56,0,0.9923169612884521
8,29,12,28,83,68,42,61,0,0.024181842803955078
54,1,68,87,25,61,45,94,0,1.3511834144592285
10,94,50,56,82,62,31,58,1,0.9863994121551514
1,29,35,82,35,80,28,14,0,2.270986795425415
11,60,98,4,100,61,14,35,2,0.2119436264038086
11,44,98,58,72,18,76,41,2,1.347123384475708
58,88,97,64,65,44,89,90,0,1.1208851337432861
23,31,11,73,73,9,87,61,1,4.009080648422241
30,31,57,81,50,59,23,78,1,2.3496367931365967
15,37,17,7,80,80,0,98,0,0.3243570327758789
80,72,35,73,23,81,43,25,0,0.8232717514038086
20,11,87,49,24,98,4,34,2,0.6817893981933594
6,69,32,91,19,28,99,44,0,1.3868083953857422
3,16,94,54,17,42,61,90,1,0.23783493041992188
90,37,38,98,4,7,94,71,2,0.7212777137756348
72,42,30,97,43,58,68,25,2,1.0260934829711914
93,88,25,46,35,38,29,95,2,2.7119016647338867
10,75,8,30,28,58,21,54,2,0.1334397792816162
15,10,12,63,31,31,19,7,2,0.03230476379394531
57,12,23,36,30,98,54,34,0,2.013521671295166
81,71,78,27,90,34,41,70,0,0.3027787208557129
41,33,71,53,21,52,6,67,2,1.2443912029266357
17,52,71,58,42,52,31,14,0,1.1276421546936035
37,57,77,22,1,49,79,30,2,2.63604998588562
72,24,61,38,84,39,41,96,0,0.35178065299987793
84,22,22,30,83,58,25,33,2,1.4336662292480469
90,92,56,89,61,65,17,0,1,1.4606208801269531
94,21,26,64,26,71,67,45,2,0.3039214611053467
92,60,65,1,77,92,91,36,2,0.7705962657928467
25,88,18,37,56,21,40,79,2,0.14905929565429688
43,3,42,24,78,52,27,88,0,0.165693998336792
69,21,80,39,13,55,1,62,0,0.4312777519226074
36,75,26,68,13,97,74,39,0,0.08461785316467285
64,39,11,73,34,11,61,2,2,1.6835637092590332
36,42,66,22,50,23,75,83,0,1.0393531322479248
6,88,23,94,46,57,51,58,0,0.6412777900695801
2,9,31,34,81,26,64,87,0,0.30420708656311035
24,5,88,73,27,62,64,28,1,1.8267953395843506
76,100,23,73,77,96,15,98,1,0.025635957717895508
56,64,76,83,64,47,55,73,2,0.07550954818725586
17,97,1,50,17,20,77,94,0,3.7312259674072266
26,57,64,15,51,17,67,55,1,2.0205609798431396
28,91,73,2,70,96,67,18,0,3.1116385459899902
8,68,5,88,26,52,73,23,0,0.990955114364624
95,46,27,22,90,96,34,38,0,4.491052150726318
30,27,94,31,23,3,29,35,2,0.0699758529663086
45,70,36,36,30,73,79,52,0,1.0252320766448975
58,96,40,11,89,31,19,99,2,1.321500301361084
99,50,98,28,27,60,73,51,0,0.4498155117034912
97,60,87,17,69,60,26,92,2,1.0736589431762695
36,67,49,31,9,93,75,51,2,1.6978325843811035
88,54,6,47,74,67,42,37,1,0.46253490447998047
52,57,52,6,64,83,64,8,1,2.3740408420562744
28,53,42,48,27,68,47,63,2,0.12223601341247559
51,42,39,7,47,15,91,21,1,0.19120407104492188
76,24,71,37,66,53,33,74,0,0.0971076488494873
26,29,45,1,51,67,43,56,1,0.3228645324707031
8,73,88,35,57,30,20,30,1,1.175337553024292
41,99,70,92,38,54,64,85,2,0.1710665225982666
37,58,3,71,9,53,66,47,1,0.24974560737609863
3,41,11,100,1,66,1,64,2,0.13383126258850098
24,27,86,96,41,17,57,80,1,0.1590127944946289
43,86,86,51,27,52,83,66,0,3.143580675125122
77,24,25,37,5,2,85,62,1,1.4855093955993652
99,25,63,76,54,85,63,74,2,0.4058518409729004
17,68,74,79,66,59,32,59,2,0.11517763137817383
93,19,25,58,57,20,11,41,1,1.0462753772735596
68,47,55,18,6,70,67,7,0,0.23832154273986816
25,84,68,92,67,13,6,52,1,5.199538469314575
9,40,28,37,99,12,14,32,2,0.0630178451538086
14,87,39,73,79,49,28,58,1,0.38273096084594727
18,98,51,90,0,18,42,81,2,2.7737972736358643
97,85,21,17,23,78,60,50,0,2.298156499862671
38,71,1,93,99,100,41,91,2,0.14847826957702637
82,26,84,71,67,63,63,74,0,1.5353684425354004
83,53,1,3,58,84,83,84,2,1.8281419277191162
